iter	Passed	Remaining
134	1897	1405587852
135	1912	1406467939
136	1926	1406524319
137	1940	1406454099
138	1955	1406869894
139	1969	1406801263
140	1985	1408377045
141	2001	1409593564
142	2015	1409252011
143	2028	1408870265
144	2042	1408378949
145	2056	1408287546
146	2069	1407761965
147	2083	1407580328
148	2096	1407261281
149	2110	1407279869
150	2124	1407154832
151	2138	1406973343
152	2152	1406639614
153	2165	1406395035
154	2179	1406102909
155	2193	1405816447
156	2206	1405528255
157	2220	1405095814
158	2233	1404849062
159	2247	1404430749
160	2260	1404072871
161	2274	1403775968
162	2287	1403614609
163	2301	1403329176
164	2314	1403009103
165	2328	1402636559
166	2341	1402340062
167	2355	1402230790
168	2370	1402616881
169	2384	1402670001
170	2398	1402457610
171	2411	1402271334
172	2425	1402138285
173	2439	1401803449
174	2452	1401607926
175	2466	1401158260
176	2479	1400735413
177	2492	1400358782
178	2505	1399854361
179	2519	1399668052
180	2532	1399370188
181	2546	1399174888
182	2560	1399187228
183	2574	1399040929
184	2587	1398861021
185	2601	1398579728
186	2615	1398452784
187	2628	1398210299
188	2642	1398076309
189	2655	1397607760
190	2669	1397391337
191	2682	1397041527
192	2695	1396742368
193	2709	1396626882
194	2722	1396368830
195	2736	1396230395
196	2750	1396036380
197	2766	1397181645
198	2780	1397069965
199	2793	1396858697
200	2807	1396619425
201	2820	1396385412
202	2834	1396192364
203	2852	1398256258
204	2867	1399010537
205	2882	1399363147
206	2898	1400188650
207	2914	1401000109
208	2930	1402095695
209	2944	1402161857
210	2960	1402929219
211	2975	1403314860
212	2988	1403272022
213	3003	1403364754
214	3017	1403700770
215	3032	1403749761
216	3046	1403842123
217	3061	1404156927
218	3076	1404660708
219	3090	1404977379
220	3105	1405251372
221	3120	1405438614
222	3134	1405637661
223	3149	1405843766
224	3165	1406843464
225	3181	1407919830
226	3198	1408834119
227	3213	1409435239
228	3228	1409927646
229	3242	1409796313
230	3256	1409661891
231	3270	1409531368
232	3283	1409277870
233	3297	1409030864
234	3310	1408871523
235	3324	1408831500
236	3338	1408710115
237	3352	1408675304
238	3366	1408750011
239	3380	1408622482
240	3394	1408483904
241	3407	1408230937
242	3421	1408130690
243	3435	1408011842
244	3449	1408081808
245	3463	1407956149
246	3477	1408013526
247	3491	1407746604
248	3504	1407576156
249	3518	1407408139
250	3532	1407209441
251	3545	1406962771
252	3560	1407286692
253	3574	1407126248
254	3587	1406829424
255	3601	1406671635
256	3614	1406550184
257	3628	1406346872
258	3642	1406209307
259	3655	1406096621
260	3669	1406101505
261	3683	1405986069
262	3697	1405997825
263	3711	1405691073
264	3724	1405483502
265	3737	1405160479
266	3751	1404985703
267	3765	1405216722
268	3779	1404929046
269	3793	1404914595
270	3806	1404701614
271	3821	1404821162
272	3836	1405441170
273	3852	1406121993
274	3868	1406806187
275	3884	1407585664
276	3899	1407937984
277	3915	1408578643
278	3931	1408985177
279	3946	1409400050
280	3961	1409897736
281	3977	1410289739
282	3990	1410160227
283	4004	1409977836
284	4017	1409733566
285	4031	1409449112
286	4044	1409263464
287	4058	1409056931
288	4071	1408960507
289	4085	1408749221
290	4099	1408620646
291	4112	1408487520
292	4126	1408369706
293	4140	1408188512
294	4153	1408112747
295	4167	1408085141
296	4181	1407984977
297	4195	1407987872
298	4209	1407843151
299	4223	1407783075
300	4237	1407656875
301	4250	1407569539
302	4264	1407375723
303	4278	1407256758
304	4291	1407077997
305	4305	1406938110
306	4318	1406783704
307	4332	1406587688
308	4346	1406617469
309	4361	1406963678
310	4375	1406937350
311	4389	1406751308
312	4402	1406575184
313	4416	1406420162
314	4429	1406174531
315	4443	1406026645
316	4456	1405800588
317	4470	1405745924
318	4484	1405641611
319	4497	1405602142
320	4511	1405434522
321	4524	1405172391
322	4538	1405023940
323	4551	1404888892
324	4565	1404875768
325	4579	1404708480
326	4593	1404618736
327	4606	1404526493
328	4620	1404372351
329	4633	1404207686
330	4647	1404103472
331	4661	1403932978
332	4674	1403670798
333	4687	1403557864
334	4701	1403406035
335	4715	1403477498
336	4729	1403322375
337	4742	1403140673
338	4756	1403176614
339	4770	1402981862
340	4783	1402751184
341	4796	1402611289
342	4810	1402576621
343	4825	1402788960
344	4842	1403561327
345	4857	1403907822
346	4873	1404509522
347	4888	1404656638
348	4902	1404810196
349	4917	1405093561
350	4932	1405183299
351	4947	1405478168
352	4962	1405796806
353	4977	1406192822
354	4991	1406168650
355	5005	1406003153
356	5018	1405837554
357	5032	1405713267
358	5045	1405551974
359	5059	1405419564
360	5073	1405342051
361	5087	1405329469
362	5100	1405169331
363	5114	1404977034
364	5128	1404946788
365	5142	1404964995
366	5157	1405210779
367	5170	1405127041
368	5184	1405009397
369	5198	1404939395
370	5212	1404928798
371	5226	1404859870
372	5239	1404668009
373	5252	1404505036
374	5266	1404318688
375	5279	1404135003
376	5293	1404057961
377	5308	1404233042
378	5321	1404070687
379	5335	1403974829
380	5349	1404031901
381	5363	1403938733
382	5377	1403933722
383	5390	1403755358
384	5404	1403705594
385	5417	1403487055
386	5430	1403341579
387	5444	1403241699
388	5458	1403113477
389	5471	1402974828
390	5485	1402817516
391	5498	1402589387
392	5511	1402455418
393	5525	1402431573
394	5539	1402352128
395	5555	1402858245
396	5568	1402698683
397	5582	1402590616
398	5595	1402444461
399	5609	1402336219
400	5622	1402229590
401	5636	1402107721
402	5649	1401938224
403	5663	1401891718
404	5677	1401816237
405	5691	1401796686
406	5704	1401613278
407	5717	1401406311
408	5731	1401263625
409	5744	1401128980
410	5758	1401132766
411	5772	1401029908
412	5785	1400877966
413	5799	1400730479
414	5812	1400654002
415	5829	1401363820
416	5844	1401664829
417	5860	1402064947
418	5876	1402418218
419	5891	1402662204
420	5906	1402896959
421	5921	1403245034
422	5937	1403575965
423	5953	1404032498
424	5967	1404073656
425	5980	1403906274
426	5994	1403793757
427	6007	1403681863
428	6021	1403643244
429	6035	1403549415
430	6049	1403596724
431	6062	1403447851
432	6076	1403426378
433	6090	1403266952
434	6103	1403150908
435	6117	1403139985
436	6131	1403088223
437	6145	1403028952
438	6158	1402942344
439	6173	1403069548
440	6187	1403005012
441	6200	1402887329
442	6214	1402708841
443	6227	1402673956
444	6241	1402540647
445	6254	1402357813
446	6267	1402216459
447	6281	1402108362
448	6294	1401884418
449	6307	1401679692
450	6321	1401547319
451	6335	1401612564
452	6349	1401583429
453	6362	1401453604
454	6376	1401379113
455	6390	1401312027
456	6403	1401205318
457	6416	1401044235
458	6430	1400905942
459	6443	1400757946
460	6457	1400711992
461	6471	1400643859
462	6484	1400604428
463	6498	1400512362
464	6511	1400414763
465	6525	1400233987
466	6538	1400106378
467	6552	1400014377
468	6565	1399864333
469	6579	1399807236
470	6592	1399707208
471	6606	1399597375
472	6619	1399460890
473	6633	1399424261
474	6646	1399314203
475	6660	1399253834
476	6674	1399235104
477	6687	1399093371
478	6701	1398970205
479	6714	1398881110
480	6728	1398772758
481	6741	1398659581
482	6754	1398508017
483	6768	1398446900
484	6781	1398328457
485	6795	1398211347
486	6808	1398102158
487	6825	1398703240
488	6840	1398789120
489	6855	1399167811
490	6871	1399578078
491	6886	1399678657
492	6901	1399948881
493	6916	1400157637
494	6932	1400547014
495	6947	1400761718
496	6962	1400982407
497	6976	1400864685
498	6989	1400723987
499	7002	1400537165
500	7015	1400391126
501	7029	1400304591
502	7043	1400232417
503	7056	1400110537
504	7069	1399972726
505	7083	1399863495
506	7096	1399708020
507	7110	1399602458
508	7123	1399470390
509	7136	1399397074
510	7150	1399230119
511	7163	1399142607
512	7176	1399004398
513	7190	1398902823
514	7204	1398887319
515	7218	1398857506
516	7231	1398740368
517	7244	1398628710
518	7258	1398590643
519	7271	1398404881
520	7285	1398272108
521	7298	1398205875
522	7312	1398098124
523	7325	1398077785
524	7340	1398088516
525	7353	1398063505
526	7367	1398065672
527	7381	1397945184
528	7394	1397869410
529	7408	1397877709
530	7422	1397803663
531	7435	1397674777
532	7449	1397590864
533	7462	1397461905
534	7476	1397377301
535	7489	1397300525
536	7503	1397199684
537	7516	1397088244
538	7530	1397066805
539	7544	1397152614
540	7558	1397124736
541	7572	1397055792
542	7585	1396891100
543	7598	1396853477
544	7612	1396716282
545	7625	1396572632
546	7638	1396457671
547	7651	1396323952
548	7665	1396205101
549	7678	1396074693
550	7692	1396004344
551	7705	1395898776
552	7719	1395861436
553	7732	1395790480
554	7747	1395902187
555	7760	1395848695
556	7774	1395781221
557	7788	1395792236
558	7802	1395750726
559	7820	1396426782
560	7834	1396562761
561	7850	1396895392
562	7865	1397105566
563	7883	1397834174
564	7898	1397996515
565	7912	1397927855
566	7927	1398119909
567	7944	1398642802
568	7959	1398779075
569	7972	1398690496
570	7986	1398641628
571	7999	1398568800
572	8013	1398432233
573	8026	1398332235
574	8039	1398209010
575	8053	1398133125
576	8066	1398042784
577	8080	1398023096
578	8093	1397913023
579	8107	1397820375
580	8121	1397823298
581	8135	1397796058
582	8148	1397710223
583	8162	1397700261
584	8176	1397690009
585	8190	1397672010
586	8204	1397611235
587	8218	1397639860
588	8231	1397597778
589	8245	1397513366
590	8258	1397434930
591	8272	1397343441
592	8286	1397323464
593	8300	1397305844
594	8313	1397288361
595	8327	1397199794
596	8343	1397576034
597	8357	1397528556
598	8372	1397798530
599	8386	1397754312
600	8399	1397653470
601	8413	1397659194
602	8427	1397653543
603	8442	1397804683
604	8456	1397725586
605	8469	1397661298
606	8483	1397628135
607	8497	1397653286
608	8511	1397593143
609	8524	1397497200
610	8538	1397455324
611	8552	1397381098
612	8565	1397345350
613	8579	1397264594
614	8593	1397241303
615	8607	1397239462
616	8620	1397164845
617	8634	1397094749
618	8647	1397016011
619	8661	1397003179
620	8675	1396948866
621	8688	1396911460
622	8701	1396772492
623	8715	1396681082
624	8728	1396578992
625	8742	1396613621
626	8756	1396575231
627	8770	1396520461
628	8784	1396523526
629	8801	1396978111
630	8816	1397253705
631	8831	1397424111
632	8848	1397829412
633	8862	1397890606
634	8878	1398225419
635	8893	1398330962
636	8908	1398553636
637	8923	1398609967
638	8939	1398929668
639	8952	1398851946
640	8966	1398829971
641	8980	1398745549
642	8993	1398650854
643	9006	1398565255
644	9020	1398493591
645	9034	1398446042
646	9047	1398382036
647	9061	1398348864
648	9074	1398283926
649	9088	1398257125
650	9102	1398155011
651	9115	1398090238
652	9129	1398113402
653	9143	1398109660
654	9157	1398108818
655	9171	1398013637
656	9184	1397930259
657	9197	1397842567
658	9211	1397783579
659	9225	1397741370
660	9238	1397717202
661	9252	1397667773
662	9266	1397606418
663	9279	1397561040
664	9293	1397520233
665	9307	1397505606
666	9321	1397514361
667	9336	1397703176
668	9350	1397672590
669	9363	1397577712
670	9377	1397521407
671	9390	1397433814
672	9404	1397379234
673	9417	1397273427
674	9430	1397172366
675	9444	1397074501
676	9457	1396969299
677	9471	1396932131
678	9484	1396805531
679	9498	1396803085
680	9512	1396760528
681	9525	1396739598
682	9540	1396891050
683	9554	1396827304
684	9567	1396767748
685	9581	1396680448
686	9594	1396633151
687	9608	1396567952
688	9622	1396562382
689	9635	1396435127
690	9648	1396304185
691	9662	1396261840
692	9675	1396212743
693	9688	1396091545
694	9702	1396006169
695	9716	1395972884
696	9729	1395962511
697	9743	1395942320
698	9757	1395900418
699	9771	1395853833
700	9785	1395977067
701	9802	1396339274
702	9816	1396348466
703	9833	1396768448
704	9848	1396894914
705	9863	1397068679
706	9877	1397131526
707	9893	1397313728
708	9908	1397533330
709	9925	1397877828
710	9941	1398189967
711	9955	1398295211
712	9970	1398351049
713	9984	1398415086
714	9999	1398461803
715	10013	1398591088
716	10027	1398568964
717	10041	1398556787
718	10056	1398653877
719	10070	1398666310
720	10085	1398842044
721	10099	1398820581
722	10114	1398911613
723	10129	1399133543
724	10145	1399409384
725	10161	1399638783
726	10176	1399807614
727	10190	1399758229
728	10203	1399670966
729	10217	1399599962
730	10231	1399600143
731	10244	1399556204
732	10258	1399470859
733	10271	1399411138
734	10285	1399370374
735	10299	1399322025
736	10312	1399247503
737	10326	1399306474
738	10340	1399267015
739	10354	1399201664
740	10367	1399159798
741	10381	1399105826
742	10395	1399108768
743	10408	1398978322
744	10422	1398947714
745	10435	1398896820
746	10449	1398844459
747	10462	1398743902
748	10476	1398689145
749	10489	1398620905
750	10503	1398586682
751	10517	1398550309
752	10531	1398592839
753	10545	1398552442
754	10558	1398473336
755	10571	1398390474
756	10585	1398372736
757	10598	1398271846
758	10612	1398199909
759	10625	1398103500
760	10639	1398070239
761	10652	1398000125
762	10666	1397968218
763	10680	1397924386
764	10693	1397833172
765	10707	1397806481
766	10721	1397795697
767	10735	1397812474
768	10748	1397729003
769	10762	1397699607
770	10776	1397677345
771	10792	1398005234
772	10807	1398151584
773	10825	1398579477
774	10840	1398705680
775	10854	1398710535
776	10870	1399056668
777	10885	1399137446
778	10900	1399232075
779	10915	1399403780
780	10932	1399801349
781	10946	1399786481
782	10959	1399703801
783	10973	1399652702
784	10987	1399629092
785	11001	1399613781
786	11014	1399582963
787	11028	1399500983
788	11041	1399463206
789	11055	1399386816
790	11068	1399311403
791	11082	1399275328
792	11095	1399225020
793	11109	1399192664
794	11123	1399146629
795	11137	1399121686
796	11150	1399051387
797	11163	1398935052
798	11177	1398938981
799	11191	1398917377
800	11204	1398845948
801	11217	1398718853
802	11231	1398667740
803	11244	1398612612
804	11258	1398561296
805	11271	1398469372
806	11285	1398467378
807	11299	1398391043
808	11312	1398364745
809	11327	1398396759
810	11341	1398395935
811	11355	1398393526
812	11368	1398344569
813	11382	1398285120
814	11395	1398222103
815	11409	1398178969
816	11422	1398124243
817	11436	1398053229
818	11449	1397987642
819	11463	1397937258
820	11477	1397918945
821	11490	1397866756
822	11504	1397828901
823	11517	1397766229
824	11531	1397702176
825	11544	1397687014
826	11558	1397622738
827	11572	1397633759
828	11586	1397582588
829	11599	1397560417
830	11613	1397488169
831	11626	1397432433
832	11640	1397347788
833	11653	1397265564
834	11667	1397250382
835	11680	1397213086
836	11694	1397185081
837	11708	1397189025
838	11721	1397110761
839	11735	1397056354
840	11748	1396991752
841	11762	1396966922
842	11779	1397332626
843	11795	1397559589
844	11810	1397706715
845	11826	1397976471
846	11843	1398272994
847	11858	1398430536
848	11873	1398558784
849	11889	1398701256
850	11904	1398831288
851	11919	1398973279
852	11932	1398904258
853	11946	1398859762
854	11960	1398842642
855	11974	1398833897
856	11987	1398761015
857	12000	1398703809
858	12014	1398616656
859	12027	1398578186
860	12041	1398533755
861	12054	1398461676
862	12068	1398437920
863	12082	1398391970
864	12095	1398313622
865	12109	1398280044
866	12122	1398231661
867	12137	1398285641
868	12150	1398229524
869	12164	1398205450
870	12178	1398254799
871	12192	1398266210
872	12206	1398226148
873	12219	1398107899
874	12233	1398088249
875	12247	1398061718
876	12260	1398005398
877	12274	1397946390
878	12287	1397930833
879	12302	1397959933
880	12316	1397999183
881	12329	1397940341
882	12344	1397960778
883	12357	1397896810
884	12371	1397854691
885	12385	1397850331
886	12398	1397810952
887	12412	1397807127
888	12426	1397743667
889	12439	1397672634
890	12453	1397643528
891	12466	1397577992
892	12479	1397507347
893	12493	1397417557
894	12506	1397377302
895	12522	1397627088
896	12537	1397647934
897	12550	1397600194
898	12564	1397620918
899	12578	1397573102
900	12591	1397513831
901	12605	1397518932
902	12619	1397454731
903	12632	1397383830
904	12646	1397366580
905	12660	1397363051
906	12673	1397314349
907	12687	1397266438
908	12700	1397217303
909	12714	1397178432
910	12727	1397120776
911	12741	1397093675
912	12754	1397019773
913	12771	1397306986
914	12788	1397644736
915	12804	1397881339
916	12820	1398109685
917	12836	1398270485
918	12851	1398431025
919	12865	1398445578
920	12880	1398482171
921	12895	1398605836
922	12909	1398665026
923	12924	1398699595
924	12938	1398705205
925	12951	1398649924
926	12965	1398626900
927	12978	1398569983
928	12992	1398532308
929	13005	1398480125
930	13019	1398423507
931	13033	1398439647
932	13046	1398378085
933	13060	1398348223
934	13073	1398271111
935	13087	1398243155
936	13101	1398213204
937	13115	1398251809
938	13129	1398245064
939	13143	1398196876
940	13157	1398213063
941	13171	1398192482
942	13184	1398153256
943	13198	1398112827
944	13212	1398095864
945	13225	1398043786
946	13239	1397988127
947	13253	1398011076
948	13266	1397982093
949	13280	1397955849
950	13294	1397937640
951	13308	1397955072
952	13323	1398057655
953	13337	1398044912
954	13350	1397974517
955	13364	1397958746
956	13378	1397907735
957	13391	1397879695
958	13405	1397867992
959	13420	1397915766
960	13433	1397883763
961	13447	1397821448
962	13461	1397809082
963	13474	1397753904
964	13487	1397698250
965	13501	1397664518
966	13517	1397864684
967	13531	1397839878
968	13544	1397735370
969	13557	1397702878
970	13571	1397642960
971	13584	1397596443
972	13597	1397517414
973	13611	1397493722
974	13625	1397449458
975	13638	1397354739
976	13652	1397340206
977	13665	1397312713
978	13679	1397249138
979	13692	1397177469
980	13705	1397114367
981	13720	1397175251
982	13734	1397155576
983	13747	1397122188
984	13761	1397107688
985	13778	1397430395
986	13793	1397543610
987	13809	1397753876
988	13826	1398013557
989	13841	1398077272
990	13856	1398221444
991	13871	1398305207
992	13885	1398372523
993	13900	1398436815
994	13917	1398720356
995	13931	1398733192
996	13945	1398690685
997	13958	1398652177
998	13971	1398574634
999	13985	1398552665
1000	13998	1398483020
1001	14012	1398466016
1002	14026	1398441160
1003	14039	1398383713
1004	14053	1398381258
1005	14067	1398332546
1006	14081	1398347716
1007	14094	1398296304
1008	14108	1398287116
1009	14122	1398279027
1010	14136	1398216372
1011	14149	1398164628
1012	14162	1398094538
1013	14176	1398048101
1014	14190	1398023995
1015	14203	1397984115
1016	14217	1397954748
1017	14230	1397893220
1018	14243	1397820269
1019	14258	1397836879
1020	14271	1397816969
1021	14285	1397811754
1022	14299	1397765422
1023	14313	1397798731
1024	14327	1397751939
1025	14340	1397699091
1026	14354	1397677551
1027	14367	1397624443
1028	14381	1397577938
1029	14395	1397578064
1030	14408	1397556794
1031	14422	1397525409
1032	14436	1397477791
1033	14449	1397461942
1034	14463	1397419590
1035	14476	1397364149
1036	14490	1397311005
1037	14503	1397261618
1038	14517	1397244551
1039	14531	1397218329
1040	14544	1397199450
1041	14558	1397165090
1042	14571	1397107539
1043	14585	1397092540
1044	14599	1397035801
1045	14612	1396986865
1046	14626	1396941675
1047	14639	1396929984
1048	14653	1396916914
1049	14667	1396892754
1050	14680	1396838934
1051	14694	1396809616
1052	14708	1396846460
1053	14722	1396826621
1054	14736	1396785443
1055	14749	1396751521
1056	14766	1397027355
1057	14782	1397184755
1058	14797	1397265013
1059	14812	1397387521
1060	14827	1397523669
1061	14842	1397615853
1062	14858	1397806789
1063	14872	1397817571
1064	14887	1397878849
1065	14903	1398052328
1066	14918	1398188011
1067	14932	1398170071
1068	14946	1398128109
1069	14959	1398078666
1070	14972	1398014739
1071	14986	1398005615
1072	15000	1397971133
1073	15014	1398008123
1074	15028	1397982216
1075	15042	1398001845
1076	15055	1397915415
1077	15069	1397869313
1078	15083	1397875309
1079	15096	1397840497
1080	15112	1397967233
1081	15125	1397905866
1082	15139	1397893122
1083	15153	1397883353
1084	15167	1397873009
1085	15180	1397843652
1086	15194	1397814722
1087	15207	1397769779
1088	15221	1397746512
1089	15234	1397667154
1090	15248	1397681723
1091	15262	1397682025
1092	15276	1397649474
1093	15290	1397617978
1094	15304	1397617180
1095	15317	1397577438
1096	15331	1397539920
1097	15344	1397496149
1098	15358	1397472912
1099	15371	1397404809
1100	15385	1397377265
1101	15398	1397349029
1102	15412	1397314914
1103	15426	1397281578
1104	15439	1397229410
1105	15453	1397234334
1106	15467	1397220737
1107	15481	1397200578
1108	15494	1397164480
1109	15509	1397224245
1110	15522	1397174283
1111	15536	1397152764
1112	15550	1397181685
1113	15564	1397138401
1114	15577	1397098259
1115	15591	1397070808
1116	15605	1397060386
1117	15618	1397019793
1118	15632	1396995140
1119	15645	1396943373
1120	15659	1396906057
1121	15672	1396846165
1122	15686	1396784515
1123	15700	1396858463
1124	15714	1396855090
1125	15728	1396815843
1126	15742	1396844723
1127	15760	1397188057
1128	15776	1397389109
1129	15794	1397712648
1130	15809	1397808411
1131	15824	1397919439
1132	15838	1397934059
1133	15852	1397935872
1134	15868	1398047690
1135	15882	1398131601
1136	15896	1398131365
1137	15911	1398147995
1138	15924	1398092309
1139	15938	1398063690
1140	15951	1397977170
1141	15964	1397917505
1142	15978	1397890992
1143	15991	1397864486
1144	16005	1397836385
1145	16018	1397783616
1146	16032	1397760154
1147	16046	1397737975
1148	16059	1397659252
1149	16073	1397640149
1150	16086	1397609589
1151	16101	1397663129
1152	16114	1397640992
1153	16128	1397614029
1154	16141	1397555659
1155	16155	1397515349
1156	16169	1397490978
1157	16182	1397427491
1158	16196	1397423372
1159	16210	1397405618
1160	16224	1397409919
1161	16237	1397380823
1162	16251	1397368446
1163	16265	1397327008
1164	16279	1397330658
1165	16292	1397317101
1166	16307	1397336611
1167	16321	1397334968
1168	16334	1397289965
1169	16348	1397303446
1170	16362	1397276581
1171	16376	1397272573
1172	16389	1397219195
1173	16403	1397205308
1174	16416	1397170052
1175	16430	1397127959
1176	16444	1397098086
1177	16457	1397079017
1178	16471	1397063659
1179	16484	1397013654
1180	16498	1396997079
1181	16512	1396947126
1182	16525	1396903977
1183	16539	1396882388
1184	16552	1396835430
1185	16566	1396853545
1186	16580	1396808647
1187	16594	1396785532
1188	16607	1396763122
1189	16621	1396712186
1190	16634	1396678475
1191	16648	1396651535
1192	16662	1396674170
1193	16676	1396690833
1194	16691	1396750904
1195	16706	1396807004
1196	16720	1396842635
1197	16738	1397201841
1198	16755	1397474091
1199	16773	1397777626
1200	16791	1398074470
1201	16807	1398244065
1202	16822	1398383302
1203	16838	1398507466
1204	16854	1398663966
1205	16869	1398752754
1206	16884	1398902751
1207	16899	1398970274
1208	16915	1399150220
1209	16931	1399321218
1210	16946	1399340421
1211	16959	1399288054
1212	16973	1399252153
1213	16986	1399200805
1214	17000	1399238610
1215	17014	1399199237
1216	17028	1399183126
1217	17041	1399145270
1218	17055	1399153553
1219	17069	1399150784
1220	17083	1399104455
1221	17097	1399099148
1222	17110	1399034345
1223	17124	1399017954
1224	17137	1398970122
1225	17151	1398934652
1226	17164	1398893159
1227	17178	1398889484
1228	17191	1398841326
1229	17204	1398757046
1230	17218	1398745117
1231	17232	1398702843
1232	17245	1398638988
1233	17259	1398608695
1234	17272	1398577829
1235	17287	1398620584
1236	17302	1398701556
1237	17315	1398661842
1238	17329	1398659926
1239	17343	1398660572
1240	17356	1398604137
1241	17370	1398600578
1242	17384	1398585006
1243	17398	1398540221
1244	17411	1398504372
1245	17424	1398440362
1246	17438	1398395459
1247	17451	1398352736
1248	17465	1398341992
1249	17479	1398313341
1250	17494	1398430204
1251	17507	1398374383
1252	17520	1398294338
1253	17534	1398265320
1254	17548	1398250617
1255	17561	1398212871
1256	17575	1398204060
1257	17589	1398204096
1258	17602	1398133127
1259	17616	1398126942
1260	17629	1398077391
1261	17643	1398043435
1262	17656	1397982903
1263	17669	1397917306
1264	17683	1397909401
1265	17699	1398022383
1266	17712	1397993038
1267	17727	1398018443
1268	17743	1398205572
1269	17757	1398232639
1270	17774	1398417367
1271	17788	1398488359
1272	17806	1398754144
1273	17820	1398751346
1274	17834	1398746716
1275	17848	1398762194
1276	17864	1398901493
1277	17878	1398945818
1278	17893	1399002574
1279	17907	1398968687
1280	17920	1398951137
1281	17934	1398908671
1282	17947	1398864198
1283	17961	1398815239
1284	17974	1398798442
1285	17988	1398777139
1286	18002	1398759047
1287	18015	1398713006
1288	18029	1398692526
1289	18042	1398650891
1290	18057	1398673218
1291	18070	1398649199
1292	18085	1398702433
1293	18098	1398652730
1294	18112	1398612509
1295	18126	1398615304
1296	18140	1398608701
1297	18153	1398575891
1298	18167	1398549682
1299	18181	1398530714
1300	18194	1398496795
1301	18208	1398469656
1302	18221	1398431489
1303	18236	1398454296
1304	18249	1398435759
1305	18264	1398459098
1306	18278	1398463436
1307	18293	1398530513
1308	18307	1398544365
1309	18320	1398519130
1310	18334	1398525233
1311	18349	1398539052
1312	18363	1398543906
1313	18377	1398604964
1314	18391	1398566928
1315	18405	1398540728
1316	18418	1398509378
1317	18432	1398495338
1318	18446	1398470642
1319	18459	1398426706
1320	18472	1398376076
1321	18487	1398410411
1322	18500	1398380330
1323	18514	1398358724
1324	18527	1398319481
1325	18542	1398328893
1326	18555	1398294877
1327	18569	1398254347
1328	18583	1398258712
1329	18596	1398233979
1330	18610	1398207590
1331	18624	1398182619
1332	18637	1398142305
1333	18651	1398110149
1334	18664	1398055766
1335	18678	1398045809
1336	18693	1398145590
1337	18707	1398118708
1338	18722	1398259543
1339	18738	1398389928
1340	18754	1398522253
1341	18771	1398739417
1342	18786	1398858516
1343	18802	1398996050
1344	18816	1398979102
1345	18832	1399111783
1346	18846	1399151117
1347	18861	1399222713
1348	18875	1399211942
1349	18889	1399235256
1350	18903	1399238756
1351	18917	1399219789
1352	18931	1399190083
1353	18944	1399131732
1354	18958	1399110407
1355	18971	1399095490
1356	18985	1399096072
1357	18999	1399079180
1358	19013	1399055602
1359	19026	1399008170
1360	19040	1398967699
1361	19053	1398933764
1362	19067	1398891698
1363	19082	1398972501
1364	19096	1398987868
1365	19110	1398979357
1366	19123	1398940148
