iter	MAE
339	0.3533752217
340	0.3531650434
341	0.3529749711
342	0.3527909414
343	0.3526210251
344	0.3524595548
345	0.3522996617
346	0.3521647696
347	0.3520028231
348	0.3518181659
349	0.3516531376
350	0.3514762887
351	0.3513396018
352	0.3511847414
353	0.3510500911
354	0.3509125752
355	0.3507549072
356	0.350603446
357	0.3504451662
358	0.3503087099
359	0.3501514015
360	0.3500120285
361	0.3498759216
362	0.3497514871
363	0.3496147117
364	0.3494812683
365	0.3493586922
366	0.3492394231
367	0.3491166258
368	0.3489722354
369	0.3488120242
370	0.3487009801
371	0.3485572716
372	0.3484108297
373	0.3482647068
374	0.3481640089
375	0.3480200201
376	0.3478934502
377	0.3477746936
378	0.3476521518
379	0.3475225874
380	0.3473998522
381	0.3472906092
382	0.347181738
383	0.3470605596
384	0.3469392369
385	0.3468108989
386	0.3466883149
387	0.3465790507
388	0.3464416801
389	0.3462828289
390	0.3461719755
391	0.3460653524
392	0.3459466513
393	0.3458452872
394	0.3457422304
395	0.3456416927
396	0.3455373709
397	0.3454177004
398	0.3453147435
399	0.3452232909
400	0.3451055197
401	0.3450055973
402	0.344908184
403	0.3448145819
404	0.3447174636
405	0.3446174806
406	0.344526645
407	0.3444263194
408	0.3443195477
409	0.3442013843
410	0.3441132303
411	0.3440242913
412	0.3439321508
413	0.3438434471
414	0.3437481538
415	0.3436602816
416	0.3435721717
417	0.3434904339
418	0.3433889054
419	0.3432901066
420	0.3432051162
421	0.3430954168
422	0.3430245084
423	0.3429368085
424	0.342851461
425	0.3427526553
426	0.3426730917
427	0.3425877755
428	0.3425033081
429	0.3423955243
430	0.3422885719
431	0.3422066621
432	0.3421206979
433	0.3420206231
434	0.34190847
435	0.3418256465
436	0.3417495327
437	0.3416683661
438	0.3415863388
439	0.3414900464
440	0.3413958346
441	0.341321293
442	0.3412433268
443	0.3411762353
444	0.341107055
445	0.3410323342
446	0.3409446378
447	0.3408756574
448	0.3408051857
449	0.3407366835
450	0.3406653204
451	0.3405794872
452	0.3404937071
453	0.3403932723
454	0.3403140978
455	0.3402214883
456	0.3401249651
457	0.3400460947
458	0.3399585273
459	0.3398835459
460	0.3397937847
461	0.3397185267
462	0.3396508807
463	0.3395666161
464	0.3394871641
465	0.3394276246
466	0.3393686323
467	0.3393030553
468	0.3392298711
469	0.3391600478
470	0.3390821887
471	0.3390039987
472	0.3389209544
473	0.3388493072
474	0.338792024
475	0.3387162867
476	0.3386435978
477	0.33857855
478	0.3385019699
479	0.3384475164
480	0.3383726631
481	0.3383044348
482	0.3382166066
483	0.3381305794
484	0.3380545968
485	0.3379827125
486	0.337910042
487	0.3378481505
488	0.337771339
489	0.3377125376
490	0.3376649174
491	0.3376081372
492	0.337539837
493	0.3374666428
494	0.3373661452
495	0.337301163
496	0.3372364021
497	0.3371653758
498	0.3371197737
499	0.3370533975
500	0.3370073641
501	0.3369466344
502	0.3369049268
503	0.3368357837
504	0.3367709579
505	0.3367079397
506	0.3366558429
507	0.3365996032
508	0.3365283562
509	0.3364710903
510	0.3364210568
511	0.3363451901
512	0.3362995239
513	0.3362476843
514	0.3361804023
515	0.3361261017
516	0.3360737378
517	0.3360067977
518	0.3359528827
519	0.3359095773
520	0.3358467584
521	0.3357998302
522	0.33574904
523	0.3356612339
524	0.3355859441
525	0.335539095
526	0.3354700857
527	0.3354207735
528	0.3353568282
529	0.3352849653
530	0.3352229723
531	0.3351669005
532	0.3351154664
533	0.3350523865
534	0.3350006229
535	0.3349554306
536	0.3349072957
537	0.3348714596
538	0.33482059
539	0.3347742308
540	0.3346932263
541	0.3346298656
542	0.334570549
543	0.3345291435
544	0.3344731521
545	0.3344078168
546	0.3343592945
547	0.3343196396
548	0.3342716449
549	0.3342211863
550	0.3341746594
551	0.3341424699
552	0.33406369
553	0.3339921878
554	0.3339570007
555	0.3339093394
556	0.3338555563
557	0.3338234616
558	0.3337581436
559	0.3337022293
560	0.3336582977
561	0.3336094787
562	0.333583067
563	0.333527997
564	0.333486627
565	0.3334298092
566	0.3333738922
567	0.3333386975
568	0.3333045648
569	0.3332549078
570	0.3332036397
571	0.3331291289
572	0.333082668
573	0.3330252193
574	0.3329857742
575	0.332922065
576	0.3328758297
577	0.3328415804
578	0.3328010884
579	0.3327341504
580	0.3326892752
581	0.3326250912
582	0.332573679
583	0.3324858651
584	0.3324257203
585	0.3323805396
586	0.3323395864
587	0.3323018315
588	0.3322534675
589	0.3322049358
590	0.3321653911
591	0.3321210834
592	0.3320863585
593	0.3320439362
594	0.3320113151
595	0.3319757782
596	0.3319290029
597	0.3318753202
598	0.3318038033
599	0.3317481004
600	0.3316913843
601	0.3316423015
602	0.3315864618
603	0.3315298766
604	0.3314790048
605	0.3314344104
606	0.3313822467
607	0.3313410638
608	0.331297944
609	0.3312563117
610	0.3312258606
611	0.3312018034
612	0.3311433982
613	0.3310950324
614	0.331041216
615	0.3309842928
616	0.3309542913
617	0.3309256918
618	0.3308843857
619	0.3308407821
620	0.3307780314
621	0.3307396704
622	0.3307166898
623	0.3306775438
624	0.3306448054
625	0.330610842
626	0.3305588868
627	0.3305122238
628	0.3304600672
629	0.3304172212
630	0.3303729683
631	0.3303319654
632	0.3302955982
633	0.3302564893
634	0.3302183189
635	0.3301796106
636	0.3301433528
637	0.330099625
638	0.3300581126
639	0.3300104796
640	0.3299659816
641	0.3299287433
642	0.3298969787
643	0.3298576525
644	0.3298148598
645	0.3297717939
646	0.3297364304
647	0.3297030535
648	0.3296653232
649	0.3296156732
650	0.3295843693
651	0.3295545686
652	0.3295133513
653	0.3294601602
654	0.3294220571
655	0.3293865926
656	0.3293493383
657	0.3293049015
658	0.329271436
659	0.32922668
660	0.3291810412
661	0.329132161
662	0.3290913746
663	0.3290590162
664	0.3290085644
665	0.3289503492
666	0.3289311677
667	0.3289149056
668	0.328875322
669	0.3288313158
670	0.3287843802
671	0.328744452
672	0.3286992508
673	0.3286487646
674	0.3286128686
675	0.3285817426
676	0.3285364448
677	0.328499688
678	0.3284793484
679	0.3284448626
680	0.3284006842
681	0.3283672154
682	0.3283390461
683	0.3283129601
684	0.3282718965
685	0.3282424131
686	0.3282036532
687	0.3281644484
688	0.3281314631
689	0.3280865151
690	0.3280543534
691	0.3279954834
692	0.3279577314
693	0.327934161
694	0.3279012337
695	0.3278539361
696	0.3278217112
697	0.3277840505
698	0.327743025
699	0.3277000268
700	0.3276556999
701	0.3276062244
702	0.3275698788
703	0.327525106
704	0.3274713348
705	0.3274475538
706	0.3274269728
707	0.3274015887
708	0.3273626426
709	0.3273277479
710	0.3272956371
711	0.3272395134
712	0.3272097461
713	0.3271750334
714	0.3271452597
715	0.3271152658
716	0.3270942062
717	0.3270500451
718	0.3270110088
719	0.3269634988
720	0.3269104634
721	0.3268736609
722	0.3268330518
723	0.3268027198
724	0.3267797343
725	0.3267333338
726	0.3267029032
727	0.3266368734
728	0.3265985347
729	0.3265680436
730	0.3265181145
731	0.3264756849
732	0.3264479332
733	0.326390007
734	0.3263578248
735	0.3263352891
736	0.3262992381
737	0.3262718333
738	0.326239525
739	0.3262108122
740	0.326166427
741	0.3261423431
742	0.3260960238
743	0.3260625911
744	0.3260340213
745	0.3259975776
746	0.3259613373
747	0.3259250784
748	0.3258828012
749	0.325861996
750	0.3258270721
751	0.3257863923
752	0.325747988
753	0.3257282184
754	0.3256858608
755	0.3256497644
756	0.3256274957
757	0.3256035287
758	0.3255626685
759	0.3255364079
760	0.3254966797
761	0.3254748064
762	0.3254414537
763	0.325407998
764	0.3253944073
765	0.3253541828
766	0.3253019202
767	0.3252451204
768	0.3252190884
769	0.3252008647
770	0.3251506146
771	0.3250987242
772	0.3250587472
773	0.3250364361
774	0.3249988165
775	0.3249768807
776	0.3249515936
777	0.3249173118
778	0.3249006976
779	0.3248658795
780	0.3248451841
781	0.3248251485
782	0.3247897669
783	0.3247562897
784	0.3247079426
785	0.3246685857
786	0.3246363113
787	0.3246104678
788	0.3245591326
789	0.3245307967
790	0.3245093098
791	0.3244839963
792	0.3244446222
793	0.3244181055
794	0.3243836523
795	0.3243430702
796	0.3243073626
797	0.3242933163
798	0.3242492487
799	0.32423076
800	0.3241984095
801	0.3241768521
802	0.3241387997
803	0.3241102073
804	0.3240858941
805	0.3240657187
806	0.3240462318
807	0.324008012
808	0.3239729029
809	0.3239321877
810	0.3239001864
811	0.323876311
812	0.3238442003
813	0.3237893451
814	0.3237637262
815	0.3237423021
816	0.3237128658
817	0.3236887457
818	0.3236528986
819	0.3236181904
820	0.3235938331
821	0.323545857
822	0.3235064807
823	0.3234675495
824	0.3234357312
825	0.3234178135
826	0.3233978948
827	0.3233709755
828	0.3233372853
829	0.3233155654
830	0.3232956467
831	0.323267031
832	0.3232442427
833	0.3232258994
834	0.3231938472
835	0.323172086
836	0.323137027
837	0.3231071782
838	0.3230774018
839	0.3230359021
840	0.3230005093
841	0.3229631036
842	0.322925449
843	0.3229020353
844	0.3228671247
845	0.3228336446
846	0.3228068499
847	0.3227792019
848	0.3227495271
849	0.322719274
850	0.3226986246
851	0.3226554698
852	0.3226346007
853	0.3226079234
854	0.3225848949
855	0.3225444988
856	0.3225238263
857	0.3225012586
858	0.3224826628
859	0.322440199
860	0.3224083177
861	0.3223839584
862	0.3223601802
863	0.3223398635
864	0.3223162873
865	0.3222840019
866	0.3222710463
867	0.3222330757
868	0.322215743
869	0.3221922002
870	0.322176846
871	0.3221393652
872	0.3221095649
873	0.3221003211
874	0.3220721987
875	0.3220421305
876	0.3220233681
877	0.3219841057
878	0.3219526428
879	0.321921229
880	0.3218945983
881	0.3218678122
882	0.3218346238
883	0.3218115948
884	0.32177681
885	0.3217328228
886	0.3217178055
887	0.3216787622
888	0.3216571476
889	0.321635141
890	0.3216116215
891	0.3215885824
892	0.3215730166
893	0.3215633215
894	0.3215484271
895	0.3215244262
896	0.3214884349
897	0.3214430964
898	0.3214105663
899	0.321384089
900	0.3213598191
901	0.3213268149
902	0.3212967545
903	0.3212746703
904	0.3212470461
905	0.321217991
906	0.3211982351
907	0.3211688548
908	0.3211469824
909	0.3211205101
910	0.3210875687
911	0.3210554636
912	0.3210403616
913	0.3210160026
914	0.320990445
915	0.3209732021
916	0.3209454045
917	0.3209112187
918	0.3208844876
919	0.32085301
920	0.3208176651
921	0.3207990235
922	0.3207663658
923	0.3207349213
924	0.3207132392
925	0.3206922859
926	0.3206691225
927	0.3206576337
928	0.3206391883
929	0.320597784
930	0.3205577145
931	0.3205321622
932	0.3205024574
933	0.3204837458
934	0.3204642639
935	0.3204403563
936	0.3204166063
937	0.3203903964
938	0.3203749292
939	0.3203578286
940	0.3203361501
941	0.3203085567
942	0.3202902682
943	0.3202724204
944	0.3202480723
945	0.3202217919
946	0.3201982916
947	0.3201833432
948	0.3201569249
949	0.3201468976
950	0.3201237966
951	0.320098757
952	0.3200779663
953	0.3200439371
954	0.3200270358
955	0.3200005721
956	0.3199841881
957	0.3199694599
958	0.3199344639
959	0.3199157253
960	0.3198914474
961	0.3198673096
962	0.3198514355
963	0.3198296928
964	0.3198121024
965	0.3197888102
966	0.3197709764
967	0.3197418175
968	0.3197324083
969	0.3197100588
970	0.3196982273
971	0.3196737619
972	0.3196564378
973	0.3196255035
974	0.319603245
975	0.3195943608
976	0.3195713682
977	0.3195397836
978	0.3195104116
979	0.3194922663
980	0.3194719443
981	0.3194587965
982	0.3194185889
983	0.3193918031
984	0.3193715915
985	0.3193494065
986	0.3193251889
987	0.3193092214
988	0.319287415
989	0.3192639053
990	0.3192359835
991	0.3192166269
992	0.319201994
993	0.3191877147
994	0.3191658655
995	0.3191317578
996	0.3191156384
997	0.3190951813
998	0.3190693002
999	0.319030875
1000	0.318995745
1001	0.3189706193
1002	0.318947331
1003	0.3189344083
1004	0.3189109555
1005	0.3188852289
1006	0.3188555908
1007	0.318839475
1008	0.3188242423
1009	0.318790867
1010	0.3187636295
1011	0.3187533391
1012	0.3187349083
1013	0.3187179219
1014	0.3186956111
1015	0.3186708615
1016	0.3186469376
1017	0.3186316398
1018	0.3186201222
1019	0.3186100167
1020	0.3185953062
1021	0.3185773446
1022	0.3185621099
1023	0.3185372711
1024	0.3185242327
1025	0.3185090193
1026	0.3184753197
1027	0.3184566364
1028	0.3184432831
1029	0.3184293634
1030	0.3184081472
1031	0.3183914341
1032	0.318376382
1033	0.3183578179
1034	0.3183325146
1035	0.3183175539
1036	0.3183027469
1037	0.3182836689
1038	0.3182596204
1039	0.3182410109
1040	0.3182296243
1041	0.3182044419
1042	0.3181817611
1043	0.318153066
1044	0.318136929
1045	0.3181137645
1046	0.3180991577
1047	0.318067765
1048	0.3180414351
1049	0.3180140234
1050	0.3180037731
1051	0.3179871713
1052	0.3179721507
1053	0.3179518663
1054	0.317933231
1055	0.3178937863
1056	0.3178645906
1057	0.3178473033
1058	0.3178345432
1059	0.3178205576
1060	0.3177966281
1061	0.3177815006
1062	0.317751253
1063	0.3177436266
1064	0.3177155451
1065	0.3177050497
1066	0.3176881474
1067	0.3176743017
1068	0.3176582187
1069	0.3176386377
1070	0.3176190918
1071	0.3175991687
1072	0.3175870231
1073	0.3175651409
1074	0.3175576039
1075	0.3175351849
1076	0.3175144404
1077	0.3174923592
1078	0.3174676095
1079	0.3174407682
1080	0.3174135791
1081	0.3173955276
1082	0.3173746013
1083	0.3173493913
1084	0.3173203369
1085	0.317287266
1086	0.3172729834
1087	0.317250263
1088	0.3172353226
1089	0.3172264934
1090	0.3171934263
1091	0.3171705353
1092	0.3171587709
1093	0.3171466599
1094	0.3171277703
1095	0.3171154027
1096	0.3170960402
1097	0.3170749262
1098	0.3170562222
1099	0.3170444577
1100	0.3170179057
1101	0.3169973067
1102	0.3169703396
1103	0.3169458853
1104	0.3169179614
1105	0.3168949047
1106	0.3168642965
1107	0.3168249058
1108	0.3167998046
1109	0.3167930928
1110	0.3167704244
1111	0.3167467538
1112	0.3167227967
1113	0.3166921368
1114	0.3166753858
1115	0.316661262
1116	0.3166447583
1117	0.3166229726
1118	0.3166056122
1119	0.3165797517
1120	0.3165474665
1121	0.3165386033
1122	0.316521807
1123	0.316504915
1124	0.3164934468
1125	0.3164720912
1126	0.3164568739
1127	0.3164316758
1128	0.3164149359
1129	0.3163903433
1130	0.3163679771
1131	0.3163527173
1132	0.3163281113
1133	0.316314633
1134	0.3162857574
1135	0.3162617499
1136	0.3162478127
1137	0.3162228158
1138	0.3162122716
1139	0.3161940796
1140	0.3161896296
1141	0.3161680553
1142	0.3161439562
1143	0.3161237801
1144	0.3161023609
1145	0.3160843712
1146	0.3160656691
1147	0.3160516643
1148	0.3160389282
1149	0.3160168607
1150	0.3159938913
1151	0.315969795
1152	0.3159569605
1153	0.3159314262
1154	0.3159189161
1155	0.3158924075
1156	0.3158707219
1157	0.3158585777
1158	0.3158365027
1159	0.3158162494
1160	0.3158039778
1161	0.3157707969
1162	0.3157461959
1163	0.3157356036
1164	0.3157214519
1165	0.3156972278
1166	0.3156781527
1167	0.315666787
1168	0.3156578072
1169	0.3156414884
1170	0.3156238414
1171	0.3155949232
1172	0.3155730416
1173	0.3155586744
1174	0.3155362419
1175	0.3155058469
1176	0.3154890904
1177	0.3154661384
1178	0.3154482291
1179	0.3154357295
1180	0.3154177213
1181	0.3153997862
1182	0.3153843152
1183	0.3153611049
1184	0.3153466747
1185	0.3153275219
1186	0.3153012552
1187	0.3152818456
1188	0.3152637697
1189	0.3152507388
1190	0.3152348082
1191	0.3152259267
1192	0.3152131143
1193	0.3151917642
1194	0.3151709305
1195	0.3151468957
1196	0.3151249821
1197	0.3151084708
1198	0.3150850407
1199	0.3150626121
1200	0.3150437434
1201	0.3150123031
1202	0.315000423
1203	0.3149837429
1204	0.314965552
1205	0.3149567705
1206	0.3149385588
1207	0.3149204551
1208	0.3149010014
1209	0.3148812247
1210	0.3148699884
1211	0.3148558901
1212	0.3148337928
1213	0.3148230946
1214	0.3147934625
1215	0.3147777429
1216	0.314755679
1217	0.3147366259
1218	0.3147226769
1219	0.3147082057
1220	0.314683551
1221	0.3146690749
1222	0.314647714
1223	0.3146343737
1224	0.3146219194
1225	0.3146002397
1226	0.3145810493
1227	0.3145599425
1228	0.3145273668
1229	0.3145187535
1230	0.3144920219
1231	0.314478287
1232	0.3144665173
1233	0.3144569385
1234	0.314448819
1235	0.3144341056
1236	0.3144134544
1237	0.3144011071
1238	0.3143768568
1239	0.3143473161
1240	0.3143352229
1241	0.3143156071
1242	0.3142991334
1243	0.3142797027
1244	0.3142618627
1245	0.3142432239
1246	0.3142226844
1247	0.3142073969
1248	0.3141961067
1249	0.3141743493
1250	0.3141463694
1251	0.3141274166
1252	0.3141197706
1253	0.3141054461
1254	0.3140881103
1255	0.3140757725
1256	0.314056967
1257	0.3140418524
1258	0.314033763
1259	0.3140089697
1260	0.3139954766
1261	0.3139674422
1262	0.3139543026
1263	0.3139459924
1264	0.3139331743
1265	0.3139169362
1266	0.313903842
1267	0.313884359
1268	0.3138718988
1269	0.3138621439
1270	0.3138526155
1271	0.3138274036
1272	0.3138125796
1273	0.313798161
1274	0.3137827884
1275	0.3137580605
1276	0.3137346387
1277	0.3137171616
1278	0.3137000593
1279	0.3136860569
1280	0.3136613749
1281	0.3136429965
1282	0.3136322348
1283	0.3136205322
1284	0.3136027084
1285	0.3135879821
1286	0.313560685
1287	0.3135530936
1288	0.3135229218
1289	0.3135064486
1290	0.3134895465
1291	0.3134719406
1292	0.3134462244
1293	0.313433494
1294	0.3134137081
1295	0.3133983621
1296	0.3133796204
1297	0.3133548055
1298	0.3133328962
1299	0.3133217052
1300	0.3133092147
1301	0.3132961368
1302	0.3132829355
1303	0.3132659064
1304	0.3132413945
1305	0.3132221089
1306	0.3131993174
1307	0.3131845842
1308	0.3131635635
1309	0.3131503335
1310	0.31312533
1311	0.3131052255
1312	0.3130828995
1313	0.3130741647
1314	0.3130542803
1315	0.3130429038
1316	0.3130285432
1317	0.313011063
1318	0.3129861889
1319	0.3129782976
1320	0.3129709147
1321	0.3129546307
1322	0.3129328782
1323	0.3129151253
1324	0.3128942305
1325	0.312868379
1326	0.3128533767
1327	0.3128395719
1328	0.3128158651
1329	0.3127979299
1330	0.3127777288
1331	0.3127635909
1332	0.3127435963
1333	0.3127269092
1334	0.3127149221
1335	0.3126965326
1336	0.3126742894
1337	0.3126639778
1338	0.3126440489
1339	0.3126391079
1340	0.3126197445
1341	0.3126005189
1342	0.3125846024
1343	0.312567266
1344	0.3125536149
1345	0.3125432063
1346	0.3125258292
1347	0.3125036695
1348	0.3124846148
1349	0.3124775984
1350	0.3124563536
1351	0.3124262304
1352	0.3124064785
1353	0.3123948136
1354	0.3123814519
1355	0.3123668659
1356	0.3123553211
1357	0.3123341445
1358	0.3123153258
1359	0.3123025222
1360	0.3122892437
1361	0.3122835366
1362	0.3122696098
1363	0.3122557972
1364	0.312235122
1365	0.3122231886
1366	0.3122082763
1367	0.3121963657
1368	0.3121822114
1369	0.3121693093
1370	0.3121623565
1371	0.3121437729
1372	0.3121291041
1373	0.3121176861
1374	0.3121080405
1375	0.3120963856
1376	0.3120842431
1377	0.3120711746
1378	0.3120475087
1379	0.3120161714
1380	0.3119955618
1381	0.3119827765
1382	0.311968692
1383	0.3119447695
1384	0.3119329281
1385	0.311916781
1386	0.311901073
1387	0.3118966915
1388	0.311877557
1389	0.3118676063
1390	0.3118549846
1391	0.3118414006
1392	0.3118337619
1393	0.3118257989
1394	0.3118111657
1395	0.3117970374
1396	0.3117749291
1397	0.311754683
1398	0.3117391229
1399	0.3117267066
1400	0.3117179555
1401	0.3116991223
1402	0.3116803022
1403	0.3116717722
1404	0.3116583392
1405	0.3116439155
1406	0.3116369459
1407	0.311627011
1408	0.3116107351
1409	0.3115954057
1410	0.311577849
1411	0.3115608378
1412	0.3115519937
1413	0.3115302803
1414	0.3115116682
1415	0.3114947695
1416	0.3114898056
1417	0.3114800037
1418	0.3114694176
1419	0.3114495391
1420	0.3114266675
1421	0.3114169228
1422	0.311395159
1423	0.311384214
1424	0.3113743107
1425	0.3113628888
1426	0.3113468633
1427	0.3113229559
1428	0.3113135881
1429	0.3112974262
1430	0.3112789704
1431	0.3112587639
1432	0.3112492991
1433	0.3112302742
1434	0.3112206076
1435	0.3112006922
1436	0.3111914936
1437	0.3111832233
1438	0.3111730832
1439	0.3111530799
1440	0.311139691
1441	0.3111152684
1442	0.3110978627
1443	0.3110776336
1444	0.3110680082
1445	0.3110609462
1446	0.3110430162
1447	0.3110274354
1448	0.3110152254
1449	0.3110010026
1450	0.3109810455
1451	0.3109630287
1452	0.3109517791
1453	0.3109409456
1454	0.310930585
1455	0.3109059213
1456	0.3108968329
1457	0.3108827004
1458	0.310866811
1459	0.31084612
1460	0.3108289506
1461	0.3108088646
1462	0.3107910025
1463	0.3107776688
1464	0.3107604761
1465	0.3107476091
1466	0.3107359596
1467	0.3107230249
1468	0.3107103586
1469	0.3107038507
1470	0.3106916428
1471	0.3106788157
1472	0.3106674921
1473	0.3106488671
1474	0.3106361003
1475	0.3106260267
1476	0.310612996
1477	0.3106015721
1478	0.3105934832
1479	0.3105837844
1480	0.3105684664
1481	0.3105479767
1482	0.3105392393
1483	0.3105287048
1484	0.3105124935
1485	0.3104982365
1486	0.3104889843
1487	0.3104786603
1488	0.310463027
1489	0.3104515784
1490	0.3104426364
1491	0.310429805
1492	0.3104130377
1493	0.3104021685
1494	0.3103863899
1495	0.3103568328
1496	0.3103488794
1497	0.3103352729
1498	0.3103282791
1499	0.3103146888
1500	0.3103006526
1501	0.3102938794
1502	0.3102770816
1503	0.3102708851
1504	0.3102572394
1505	0.3102415338
1506	0.3102299083
1507	0.3102200828
1508	0.3102105441
1509	0.3101973335
1510	0.3101903671
1511	0.3101709678
1512	0.3101545487
1513	0.3101496516
